date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:31:41	22240/22240	---MCZ	200	added ('OK')	text/html	etag:%2240254ecf700a1f0baa97c8121fee9cfa-ssl-df%22	https://lala-html.netlify.app/about_1	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/about_1.html	(from https://lala-html.netlify.app/)
14:31:42	22431/22431	---MCZ	200	added ('OK')	text/html	etag:%22168126042994835b13e2781e35e9ef81-ssl-df%22	https://lala-html.netlify.app/about_2	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/about_2.html	(from https://lala-html.netlify.app/)
14:31:43	47578/47578	---MCZ	200	added ('OK')	text/html	etag:%22fb195c630f6ecc53e05dd227c55fd4c9-ssl-df%22	https://lala-html.netlify.app/service	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/service.html	(from https://lala-html.netlify.app/)
14:31:43	18539/18539	---MCZ	200	added ('OK')	text/html	etag:%22b1b69422f2199c5271083948ac1fabd7-ssl-df%22	https://lala-html.netlify.app/faq	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/faq.html	(from https://lala-html.netlify.app/)
14:31:44	5997/5997	---MCZ	200	added ('OK')	text/html	etag:%22f915f6137b5078db906ceaa63eeda4c3-ssl-df%22	https://lala-html.netlify.app/error	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/error.html	(from https://lala-html.netlify.app/)
14:31:45	16489/16489	---MCZ	200	added ('OK')	text/html	etag:%2264954c82b501abcc3efd2b9eb1e696da-ssl-df%22	https://lala-html.netlify.app/contact_1	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/contact_1.html	(from https://lala-html.netlify.app/)
14:31:45	16489/16489	---MCZ	200	added ('OK')	text/html	etag:%22ee3844745ac7c6c8483d713c7c7a3b17-ssl-df%22	https://lala-html.netlify.app/contact_2	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/contact_2.html	(from https://lala-html.netlify.app/)
14:31:46	15075/15075	---MCZ	200	added ('OK')	text/html	etag:%22fc944380b0b736707502239ca16f4800-ssl-df%22	https://lala-html.netlify.app/pricing	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/pricing.html	(from https://lala-html.netlify.app/)
14:31:46	17042/17042	---MCZ	200	added ('OK')	text/html	etag:%221bbf0e7a9d018ad178da3dac1bbb1345-ssl-df%22	https://lala-html.netlify.app/blog_grid	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/blog_grid.html	(from https://lala-html.netlify.app/)
14:31:47	24060/24060	---MCZ	200	added ('OK')	text/html	etag:%229ece8bee7cc075b5657c2a2fb9c0323a-ssl-df%22	https://lala-html.netlify.app/portfolio_1	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/portfolio_1.html	(from https://lala-html.netlify.app/)
14:31:48	20999/20999	---MCZ	200	added ('OK')	text/html	etag:%2242a97a8afa379cc77b4a8fd5108a714d-ssl-df%22	https://lala-html.netlify.app/portfolio_2	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/portfolio_2.html	(from https://lala-html.netlify.app/)
14:31:48	12891/12891	---MCZ	200	added ('OK')	text/html	etag:%2219cf1a01402c117c3a640996b572eb63-ssl-df%22	https://lala-html.netlify.app/portfolio_details	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/portfolio_details.html	(from https://lala-html.netlify.app/)
14:31:49	19955/19955	---MCZ	200	added ('OK')	text/html	etag:%2226eede362bfc3d502c5353d686c8bd80-ssl-df%22	https://lala-html.netlify.app/blog_list_left_sidebar	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/blog_list_left_sidebar.html	(from https://lala-html.netlify.app/)
14:31:50	19956/19956	---MCZ	200	added ('OK')	text/html	etag:%22498a1fcdc82be195c679f5617476a9e5-ssl-df%22	https://lala-html.netlify.app/blog_list_right_sidebar	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/blog_list_right_sidebar.html	(from https://lala-html.netlify.app/)
14:31:50	21637/21637	---MCZ	200	added ('OK')	text/html	etag:%223b05a4ce2ee48350a568f379fe7cb08a-ssl-df%22	https://lala-html.netlify.app/blog_details_left_sidebar	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/blog_details_left_sidebar.html	(from https://lala-html.netlify.app/)
14:31:51	21684/21684	---MCZ	200	added ('OK')	text/html	etag:%2291af6db5e3769eea09344d8021e80441-ssl-df%22	https://lala-html.netlify.app/blog_details_right_sidebar	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/blog_details_right_sidebar.html	(from https://lala-html.netlify.app/)
14:31:52	17399/17399	---MCZ	200	added ('OK')	text/html	etag:%221f854562144741ea0b9d90f780db7950-ssl-df%22	https://lala-html.netlify.app/blog_details_no_sidebar	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/blog_details_no_sidebar.html	(from https://lala-html.netlify.app/)
14:31:53	25477/25477	---M--	200	added ('OK')	image/png	etag:%223deebd6a48d63f8e63bcd78d2e2daba9-ssl%22	https://lala-html.netlify.app/assets/img/landing/icon1.png	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/icon1.png	(from https://lala-html.netlify.app/)
14:31:53	109723/109723	---M--	200	added ('OK')	image/png	etag:%22ec9d67b99cbb368390524300e4693a10-ssl%22	https://lala-html.netlify.app/assets/img/landing/hero-img.png	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/hero-img.png	(from https://lala-html.netlify.app/)
14:31:54	91613/91613	---M--	200	added ('OK')	image/jpeg	etag:%22592ed78dadf7d6d686a1c41c5f0103ce-ssl%22	https://lala-html.netlify.app/assets/img/landing/home/agency.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/home/agency.jpg	(from https://lala-html.netlify.app/)
14:31:55	77694/77694	---M--	200	added ('OK')	image/jpeg	etag:%2296697997461a84472e53e5cd6970dd34-ssl%22	https://lala-html.netlify.app/assets/img/landing/home/creative.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/home/creative.jpg	(from https://lala-html.netlify.app/)
14:31:55	99011/99011	---M--	200	added ('OK')	image/jpeg	etag:%22b9facd8f65612adbed3bf0739d880e12-ssl%22	https://lala-html.netlify.app/assets/img/landing/home/medical.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/home/medical.jpg	(from https://lala-html.netlify.app/)
14:31:56	193556/193556	---M--	200	added ('OK')	image/jpeg	etag:%22ac844cd114d2c5e7ccd186fad10dc0cb-ssl%22	https://lala-html.netlify.app/assets/img/landing/home/photography.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/home/photography.jpg	(from https://lala-html.netlify.app/)
14:31:56	83354/83354	---M--	200	added ('OK')	image/jpeg	etag:%229d0ba5c9ff312453abc24fab913e9d49-ssl%22	https://lala-html.netlify.app/assets/img/landing/home/movers.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/home/movers.jpg	(from https://lala-html.netlify.app/)
14:31:56	98387/98387	---M--	200	added ('OK')	image/jpeg	etag:%22e35f1de5a0e347b718b5208d9be081a8-ssl%22	https://lala-html.netlify.app/assets/img/landing/home/insurance.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/home/insurance.jpg	(from https://lala-html.netlify.app/)
14:31:57	87454/87454	---M--	200	added ('OK')	image/jpeg	etag:%225555804f84d286d47cddb9483c8e8102-ssl%22	https://lala-html.netlify.app/assets/img/landing/home/seo.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/home/seo.jpg	(from https://lala-html.netlify.app/)
14:31:57	78906/78906	---M--	200	added ('OK')	image/jpeg	etag:%224f44edf76263b68ca81e781045c585a4-ssl%22	https://lala-html.netlify.app/assets/img/landing/home/non-profit.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/home/non-profit.jpg	(from https://lala-html.netlify.app/)
14:31:58	156472/156472	---M--	200	added ('OK')	image/jpeg	etag:%22d6b3ae9da446dd9634fed750f496863b-ssl%22	https://lala-html.netlify.app/assets/img/landing/home/portfolio.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/home/portfolio.jpg	(from https://lala-html.netlify.app/)
14:31:59	150154/150154	---M--	200	added ('OK')	image/jpeg	etag:%22bf53ff2ccbf7e3ea2844cb3643c833fc-ssl%22	https://lala-html.netlify.app/assets/img/landing/home/landing.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/home/landing.jpg	(from https://lala-html.netlify.app/)
14:31:59	39468/39468	---M--	200	added ('OK')	image/jpeg	etag:%22b52008560aebc6cc6c6f7c6a33a7a3bc-ssl%22	https://lala-html.netlify.app/assets/img/landing/home/coming-soon.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/home/coming-soon.jpg	(from https://lala-html.netlify.app/)
14:32:00	69475/69475	---M--	200	added ('OK')	image/jpeg	etag:%2202467142cb19dca8f04520f9b10a2ce0-ssl%22	https://lala-html.netlify.app/assets/img/landing/inner/1.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/inner/1.jpg	(from https://lala-html.netlify.app/)
14:32:00	66854/66854	---M--	200	added ('OK')	image/jpeg	etag:%221fa84aa9dc7b0d3ab8c41cfc7415c8c5-ssl%22	https://lala-html.netlify.app/assets/img/landing/inner/2.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/inner/2.jpg	(from https://lala-html.netlify.app/)
14:32:01	49079/49079	---M--	200	added ('OK')	image/jpeg	etag:%2272a27c3d7d198fe5702e65c5341176df-ssl%22	https://lala-html.netlify.app/assets/img/landing/inner/3.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/inner/3.jpg	(from https://lala-html.netlify.app/)
14:32:01	57656/57656	---M--	200	added ('OK')	image/jpeg	etag:%22ac9e3db1b7da5fd214dcdb60dc94531d-ssl%22	https://lala-html.netlify.app/assets/img/landing/inner/4.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/inner/4.jpg	(from https://lala-html.netlify.app/)
14:32:02	72606/72606	---M--	200	added ('OK')	image/jpeg	etag:%2252a031301e9b37ac0ae1c123975973b1-ssl%22	https://lala-html.netlify.app/assets/img/landing/inner/5.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/inner/5.jpg	(from https://lala-html.netlify.app/)
14:32:02	43193/43193	---M--	200	added ('OK')	image/jpeg	etag:%22ea895fe38daa6f9b55b3793b6cbf809f-ssl%22	https://lala-html.netlify.app/assets/img/landing/inner/6.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/inner/6.jpg	(from https://lala-html.netlify.app/)
14:32:03	60501/60501	---M--	200	added ('OK')	image/jpeg	etag:%229442b2ab07388f90624485c82e8d04c8-ssl%22	https://lala-html.netlify.app/assets/img/landing/inner/7.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/inner/7.jpg	(from https://lala-html.netlify.app/)
14:32:03	56761/56761	---M--	200	added ('OK')	image/jpeg	etag:%22879c51a334eb9a5f21586d0ac81469f6-ssl%22	https://lala-html.netlify.app/assets/img/landing/inner/8.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/inner/8.jpg	(from https://lala-html.netlify.app/)
14:32:04	38009/38009	---M--	200	added ('OK')	image/jpeg	etag:%22515a6804df0cdb01dca8b382f5076a20-ssl%22	https://lala-html.netlify.app/assets/img/landing/inner/9.jpg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/img/landing/inner/9.jpg	(from https://lala-html.netlify.app/)
14:32:04	97162/97162	---MCZ	200	added ('OK')	application/javascript	etag:%2296f458e9264a800c596c8ef51b6111a3-ssl-df%22	https://lala-html.netlify.app/assets/js/jquery-1.12.4.min.js	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/js/jquery-1.12.4.min.js	(from https://lala-html.netlify.app/)
14:32:05	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:%220119263eb3ba56ad16a49087c0f79067-ssl-df%22	https://lala-html.netlify.app/assets/js/isotope.pkg.min.js	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/js/isotope.pkg.min.js	(from https://lala-html.netlify.app/)
14:32:05	8428/8428	---MCZ	200	added ('OK')	application/javascript	etag:%22b4a9b318faa12204a3604dc248bbfabe-ssl-df%22	https://lala-html.netlify.app/assets/js/wow.min.js	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/js/wow.min.js	(from https://lala-html.netlify.app/)
14:32:06	42663/42663	---MCZ	200	added ('OK')	application/javascript	etag:%22c6bf5d26a5d5426812fee327ce6a369e-ssl-df%22	https://lala-html.netlify.app/assets/js/jquery.slick.min.js	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/js/jquery.slick.min.js	(from https://lala-html.netlify.app/)
14:32:06	52580/52580	---MCZ	200	added ('OK')	application/javascript	etag:%225d3de548aa0b0b47f2cb29772daecd45-ssl-df%22	https://lala-html.netlify.app/assets/js/lightgallery.min.js	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/js/lightgallery.min.js	(from https://lala-html.netlify.app/)
14:32:07	11729/11729	---MCZ	200	added ('OK')	application/javascript	etag:%22ebe67171019fbcbdea2f2b8f0f719023-ssl-df%22	https://lala-html.netlify.app/assets/js/jquery.counter.min.js	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/js/jquery.counter.min.js	(from https://lala-html.netlify.app/)
14:32:07	70851/70851	---MCZ	200	added ('OK')	application/javascript	etag:%22885b98b762bddf009b69f0adf8879965-ssl-df%22	https://lala-html.netlify.app/assets/js/select2.min.js	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/js/select2.min.js	(from https://lala-html.netlify.app/)
14:32:08	14832/14832	---MCZ	200	added ('OK')	application/javascript	etag:%228e31b2589fa6396a1ed4210a6c4e7a74-ssl-df%22	https://lala-html.netlify.app/assets/js/ripples.min.js	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/js/ripples.min.js	(from https://lala-html.netlify.app/)
14:32:09	36325/36325	---MCZ	200	added ('OK')	application/javascript	etag:%2287c503c97e5be3d0f268932a0bb46034-ssl-df%22	https://lala-html.netlify.app/assets/js/jquery-ui.min.js	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/js/jquery-ui.min.js	(from https://lala-html.netlify.app/)
14:32:09	5863/5863	---MCZ	200	added ('OK')	application/javascript	etag:%22d556299fb2fd108d20d68221a69288d6-ssl-df%22	https://lala-html.netlify.app/assets/js/animated-headline.js	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/js/animated-headline.js	(from https://lala-html.netlify.app/)
14:32:10	19980/19980	---MCZ	200	added ('OK')	application/javascript	etag:%22da0feb60d4cb011ca08b5df7855fa914-ssl-df%22	https://lala-html.netlify.app/assets/js/main.js	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/js/main.js	(from https://lala-html.netlify.app/)
14:32:10	136822/136822	---MCZ	200	added ('OK')	application/octet-stream	etag:%224ca27b939685c0be2849533d0ef0edbe-ssl-df%22	https://lala-html.netlify.app/assets/fonts/fa-brands-400.eot	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-brands-400.eot	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:11	136822/136822	---M-Z	200	added ('OK')	application/octet-stream	etag:%224ca27b939685c0be2849533d0ef0edbe-ssl-df%22	https://lala-html.netlify.app/assets/fonts/fa-brands-400.eot?	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-brands-400d41d.eot	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:11	78460/78460	---M--	200	added ('OK')	font/woff2	etag:%2201ef52b25dacaf770642cf3087fe239b-ssl%22	https://lala-html.netlify.app/assets/fonts/fa-brands-400.woff2	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-brands-400.woff2	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:12	92136/92136	---MCZ	200	added ('OK')	application/font-woff	etag:%22495e85d2e0659f33b110c4fd60493ea8-ssl-df%22	https://lala-html.netlify.app/assets/fonts/fa-brands-400.woff	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-brands-400.woff	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:12	136516/136516	---M--	200	added ('OK')	font/ttf	etag:%22fd54ee56d4d252d4fe74f58b0bc80979-ssl%22	https://lala-html.netlify.app/assets/fonts/fa-brands-400.ttf	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-brands-400.ttf	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:13	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	etag:%22c45c1838f9f88b2e22602b34989f69f3-ssl-df%22	https://lala-html.netlify.app/assets/fonts/fa-brands-400.svg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-brands-400.svg	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:13	34350/34350	---MCZ	200	added ('OK')	application/octet-stream	etag:%22e582765759f26d1dd0d2f3b8011ec400-ssl-df%22	https://lala-html.netlify.app/assets/fonts/fa-regular-400.eot	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-regular-400.eot	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:13	34350/34350	---M-Z	200	added ('OK')	application/octet-stream	etag:%22e582765759f26d1dd0d2f3b8011ec400-ssl-df%22	https://lala-html.netlify.app/assets/fonts/fa-regular-400.eot?	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-regular-400d41d.eot	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:14	13548/13548	---M--	200	added ('OK')	font/woff2	etag:%222f2276d74a0dd9d54b7d583cc03376da-ssl%22	https://lala-html.netlify.app/assets/fonts/fa-regular-400.woff2	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-regular-400.woff2	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:15	16772/16772	---MCZ	200	added ('OK')	application/font-woff	etag:%22da88107eda660ad90ea0a84f34a93250-ssl-df%22	https://lala-html.netlify.app/assets/fonts/fa-regular-400.woff	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-regular-400.woff	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:15	34052/34052	---M--	200	added ('OK')	font/ttf	etag:%22bd2b890b7591f4ea675199680780436e-ssl%22	https://lala-html.netlify.app/assets/fonts/fa-regular-400.ttf	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-regular-400.ttf	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:16	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	etag:%221210cd258875e9393e7de73603dd356f-ssl-df%22	https://lala-html.netlify.app/assets/fonts/fa-regular-400.svg	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-regular-400.svg	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:16	204814/204814	---MCZ	200	added ('OK')	application/octet-stream	etag:%22adf0482266ec6f4cbc6edd757daf63f9-ssl-df%22	https://lala-html.netlify.app/assets/fonts/fa-solid-900.eot	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-solid-900.eot	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:17	204814/204814	---MCZ	200	added ('OK')	application/octet-stream	etag:%22adf0482266ec6f4cbc6edd757daf63f9-ssl-df%22	https://lala-html.netlify.app/assets/fonts/fa-solid-900.eot?	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-solid-900d41d.eot	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:17	80300/80300	---M--	200	added ('OK')	font/woff2	etag:%2294ae8632512be15cd9ca07fbfee4d609-ssl%22	https://lala-html.netlify.app/assets/fonts/fa-solid-900.woff2	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-solid-900.woff2	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:18	104280/104280	---MCZ	200	added ('OK')	application/font-woff	etag:%22a4205731b95a0ac7bb2b4f2e4a7e0574-ssl-df%22	https://lala-html.netlify.app/assets/fonts/fa-solid-900.woff	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-solid-900.woff	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
14:32:19	204528/204528	---M--	200	added ('OK')	font/ttf	etag:%221c450b78527922756aa53c829681f6e4-ssl%22	https://lala-html.netlify.app/assets/fonts/fa-solid-900.ttf	E:/My%20Project/Template/landing-lala/lala-html.netlify.app/assets/fonts/fa-solid-900.ttf	(from https://lala-html.netlify.app/assets/css/fontawesome.min.css)
